src_ip,src_port,dst_ip,dst_port,protocol,requested_server_name,application_name
192.168.0.101,59368,120.204.0.25,80,6,extshort.weixin.qq.com,HTTP.QQ
192.168.0.101,53701,192.168.1.1,53,17,ins-mbckwsy9.ias.tencent-cloud.net,DNS
192.168.0.101,62079,36.155.249.30,443,6,,TLS.QQ
192.168.0.101,63481,192.168.1.1,53,17,pbaccess.video.qq.com,DNS.QQ
192.168.0.101,62084,36.155.163.111,443,6,snowflake.qq.com,TLS.QQ
192.168.0.101,61261,192.168.1.1,53,17,ins-pe24hspk.ias.tencent-cloud.net,DNS
192.168.0.101,62086,36.155.228.69,443,6,,TLS.QQ
192.168.0.100,12476,255.255.255.255,12476,17,,Unknown
192.168.0.101,59367,120.204.0.25,80,6,extshort.weixin.qq.com,HTTP.QQ
192.168.0.101,62089,36.155.163.111,443,6,snowflake.qq.com,TLS.QQ
192.168.0.101,59377,120.204.0.25,80,6,extshort.weixin.qq.com,HTTP.QQ
192.168.0.101,49726,192.168.1.1,53,17,iacc.rec.qq.com,DNS.QQ
192.168.0.101,57206,192.168.1.1,53,17,oth.eve.mdt.qq.com,DNS.QQ
192.168.0.101,60165,192.168.1.1,53,17,ios.rqd.qq.com,DNS.QQ
192.168.0.101,53915,192.168.1.1,53,17,h.trace.qq.com,DNS.QQ
192.168.0.101,62095,120.232.131.197,443,6,,TLS.QQ
192.168.0.101,62096,36.155.228.170,443,6,rdelivery.qq.com,TLS.QQ
192.168.0.101,51675,192.168.1.1,53,17,www.qq.com,DNS.QQ
192.168.0.101,59383,120.204.207.186,443,6,,TLS
192.168.0.101,49750,192.168.1.1,53,17,rmonitor.qq.com,DNS.QQ
192.168.0.101,58496,192.168.1.1,53,17,v.qq.com.sched.px-dk.tdnsv6.com,DNS
192.168.0.101,62081,119.29.29.98,80,6,119.29.29.98,HTTP
192.168.0.101,59386,36.155.163.112,80,6,iacc.qq.com,HTTP.QQ
192.168.0.101,62085,183.194.237.220,443,6,disp-qryapi.3g.qq.com,TLS.QQ
192.168.0.101,58296,192.168.1.1,53,17,ins-giuzhgwa.ias.tencent-cloud.net,DNS
192.168.0.101,59379,183.247.246.229,443,6,rmonitor.qq.com,TLS.QQ
192.168.0.101,65442,36.155.163.112,443,17,,QUIC
192.168.0.101,51350,192.168.1.1,53,17,v.qq.com,DNS.Tencentvideo
192.168.0.101,65280,120.232.131.191,443,17,,QUIC
192.168.0.101,57530,192.168.1.1,53,17,v.qq.com,DNS.Tencentvideo
192.168.0.101,58316,192.168.1.1,53,17,ins-eeww7kom.ias.tencent-cloud.net,DNS
192.168.0.101,64205,192.168.1.1,53,17,iacc.rec.qq.com,DNS.QQ
192.168.0.101,62103,36.155.163.112,443,6,,TLS.QQ
192.168.0.101,62091,223.109.114.182,443,6,v.qq.com,TLS.Tencentvideo
192.168.0.101,58069,36.155.205.219,443,17,iacc.qq.com,QUIC.QQ
192.168.0.101,64990,192.168.1.1,53,17,ins-mpekxqf9.ias.tencent-cloud.net,DNS
192.168.0.101,62104,120.241.130.240,443,6,,TLS.QQ
192.168.0.101,59382,211.136.109.23,8080,6,,HTTP_Proxy
192.168.0.101,62106,113.108.81.190,80,6,p.l.qq.com,HTTP.QQ
192.168.0.101,62102,111.48.210.245,8081,6,,Unknown
192.168.0.101,60316,192.168.1.1,53,17,xs.gdt.qq.com,DNS.QQ
192.168.0.101,59385,36.155.163.112,80,6,iacc.qq.com,HTTP.QQ
192.168.0.101,62026,192.168.1.1,53,17,xs.gdt.qq.com,DNS.QQ
192.168.0.101,56045,192.168.1.1,53,17,ins-6l809l93.ias.tencent-cloud.net,DNS
192.168.0.101,62111,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,51300,192.168.1.1,53,17,tgwsc.qq.com,DNS.QQ
192.168.0.101,52641,192.168.1.1,53,17,vmmp.qpic.cn,DNS
192.168.0.101,62105,120.232.131.191,443,6,,TLS.QQ
192.168.0.101,53271,192.168.1.1,53,17,vmmp.qpic.cn,DNS
192.168.0.101,59390,36.155.228.170,443,6,rdelivery.qq.com,TLS.QQ
192.168.0.101,58521,192.168.1.1,53,17,pgdt.tc.qq.com,DNS.QQ
192.168.0.101,62110,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,54156,192.168.1.1,53,17,apd-pcdnvodstat.teg.tencent-cloud.net,DNS
192.168.0.101,59369,120.204.0.25,80,6,extshort.weixin.qq.com,HTTP.QQ
192.168.0.101,59060,192.168.1.1,53,17,pgdt.tc.qq.com,DNS.QQ
192.168.0.101,59111,192.168.1.1,53,17,tips.video.qq.com,DNS.QQ
192.168.0.101,59373,36.155.189.20,80,6,,HTTP
192.168.0.101,55745,192.168.1.1,53,17,tv.puui.qpic.cn,DNS
192.168.0.101,56756,192.168.1.1,53,17,vmmp.qpic.cn.sched.legopic1-dk.tdnsv6.com,DNS
192.168.0.101,59374,120.204.0.25,80,6,extshort.weixin.qq.com,HTTP.QQ
192.168.0.101,62117,112.29.158.188,443,6,vmmp.qpic.cn,TLS
192.168.0.101,58426,36.131.201.74,443,17,tv.puui.qpic.cn,QUIC
192.168.0.101,62118,223.113.137.181,80,6,pgdt.gtimg.cn,HTTP
192.168.0.101,0,36.131.201.74,0,1,,ICMP
fe80::c78:edc1:fcb7:8363,59105,fe80::90c4:70be:13ae:cebd,53319,6,,TLS
192.168.0.101,59375,111.41.49.182,443,17,tv.puui.qpic.cn,QUIC
192.168.0.101,60896,192.168.1.1,53,17,ins-t0axqu61.ias.tencent-cloud.net,DNS
192.168.0.101,55893,192.168.1.1,53,17,guzzoni-apple-com.v.aaplimg.com,DNS.Apple
192.168.0.101,63827,192.168.1.1,53,17,ins-diu1q33u.ias.tencent-cloud.net,DNS
192.168.0.101,62119,36.155.164.119,443,6,tips.video.qq.com,TLS.QQ
192.168.0.101,50511,192.168.1.1,53,17,ins-ez3g70py.ias.tencent-cloud.net,DNS
192.168.0.101,58457,192.168.1.1,53,17,rmonitor.qq.com,DNS.QQ
192.168.0.101,62121,117.185.137.148,443,6,ilive.qq.com,TLS.QQ
192.168.0.101,59366,140.143.177.246,443,6,guzzoni.apple.com,TLS.AppleSiri
192.168.0.101,62124,36.155.163.111,443,6,snowflake.qq.com,TLS.QQ
192.168.0.101,52667,192.168.1.1,53,17,disp-qryapi.3g.qq.com,DNS.QQ
192.168.0.101,58190,192.168.1.1,53,17,ins-nwww3do8.ias.tencent-cloud.net,DNS
192.168.0.101,59372,221.181.99.18,443,6,,TLS
192.168.0.101,59392,120.204.207.106,8618,6,,RTMP
192.168.0.101,62082,183.247.246.67,443,6,rmonitor.qq.com,TLS.QQ
192.168.0.101,65295,192.168.1.1,53,17,ins-nwww3do8.ias.tencent-cloud.net,DNS
192.168.0.101,65488,192.168.1.1,53,17,h.trace.qq.com,DNS.QQ
192.168.0.101,49346,192.168.1.1,53,17,ltscsy.qq.com,DNS.QQ
192.168.0.101,61857,192.168.1.1,53,17,rdelivery.qq.com,DNS.QQ
192.168.0.101,59393,112.53.3.233,443,6,appcfg.v.qq.com,TLS.Tencentvideo
192.168.0.101,59093,192.168.0.106,53285,6,,TLS
192.168.0.101,61064,192.168.1.1,53,17,guzzoni-apple-com.v.aaplimg.com,DNS.Apple
fe80::c78:edc1:fcb7:8363,5353,ff02::fb,5353,17,_airplay._tcp.local,MDNS
192.168.0.101,62087,36.155.163.124,443,6,,TLS.QQ
192.168.0.101,7758,36.150.103.132,30851,17,,Unknown
192.168.0.101,59378,183.247.246.67,443,6,rmonitor.qq.com,TLS.QQ
192.168.0.101,62070,17.57.145.133,5223,6,,TLS
192.168.0.101,65046,192.168.1.1,53,17,v.terrific.qq.com,DNS.QQ
192.168.0.101,60047,192.168.1.1,53,17,oth.str.mdt.qq.com,DNS.QQ
192.168.0.101,59400,112.53.42.187,14303,6,,Unknown
192.168.0.101,62088,36.155.228.170,443,6,rdelivery.qq.com,TLS.QQ
192.168.0.101,59371,120.204.0.25,80,6,short.weixin.qq.com,HTTP.QQ
192.168.0.101,61966,223.113.137.215,443,17,m.v.qq.com,QUIC.Tencentvideo
192.168.0.101,59628,36.155.251.34,443,17,pbaccess.video.qq.com,QUIC.QQ
192.168.0.101,5353,224.0.0.251,5353,17,_airplay._tcp.local,MDNS
192.168.0.101,56173,192.168.1.1,53,17,iacc.stgw.qq.com,DNS.QQ
192.168.0.101,52154,192.168.1.1,53,17,appcfg.v.qq.com,DNS.Tencentvideo
192.168.0.101,62131,183.194.190.61,443,6,vv6.play.ott.video.qq.com,TLS.QQ
192.168.0.101,59332,192.168.1.1,53,17,vv.video.qq.com,DNS.QQ
192.168.0.101,63180,192.168.1.1,53,17,tv6.ott.video.qq.com,DNS.QQ
192.168.0.101,63063,192.168.1.1,53,17,ins-vfvdrqqu.ias.tencent-cloud.net,DNS
192.168.0.101,59375,112.53.1.126,443,6,appcfg.v.qq.com,TLS.Tencentvideo
192.168.0.101,35161,112.60.1.30,8002,17,,Unknown
192.168.0.101,60317,192.168.1.1,53,17,vv.video.qq.com,DNS.QQ
192.168.0.101,50745,192.168.1.1,53,17,api6.poll.video.qq.com,DNS.QQ
192.168.0.101,55753,192.168.1.1,53,17,config.ab.qq.com,DNS.QQ
192.168.0.101,59376,223.109.215.27,80,6,minorshort.weixin.qq.com,HTTP.QQ
192.168.0.101,62132,183.194.204.26,443,6,tv6.video.qq.com,TLS.QQ
192.168.0.101,62090,36.155.163.111,443,6,snowflake.qq.com,TLS.QQ
192.168.0.101,62126,183.194.204.26,443,6,api6.poll.video.qq.com,TLS.QQ
192.168.0.101,58053,192.168.1.1,53,17,v6-accvideo.wns.qq.com,DNS.QQ
192.168.0.1,1900,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,35161,223.90.188.228,22372,17,,Unknown
192.168.0.101,62092,36.155.228.170,443,6,rdelivery.qq.com,TLS.QQ
192.168.0.101,35161,120.241.139.217,18888,17,,Unknown
192.168.0.101,56070,182.254.63.121,443,17,iacc.stgw.qq.com,QUIC.QQ
192.168.0.101,62077,111.48.141.25,443,6,h.trace.qq.com,TLS.QQ
192.168.0.101,55911,192.168.1.1,53,17,puui.qpic.cn,DNS
192.168.0.101,59380,221.181.97.220,80,6,vv.video.qq.com,HTTP.QQ
192.168.0.101,50430,192.168.1.1,53,17,ins-pg0yhk52.ias.tencent-cloud.net,DNS
192.168.0.101,63415,36.155.249.30,443,17,i.video.qq.com,QUIC.QQ
192.168.0.101,60569,192.168.1.1,53,17,ins-mbckwsy9.ias.tencent-cloud.net,DNS
192.168.0.101,7758,120.241.70.212,30851,17,,Unknown
192.168.0.101,58617,192.168.1.1,53,17,vi.bls.mdt.qq.com,DNS.QQ
192.168.0.101,35161,223.109.209.244,13485,17,,Unknown
192.168.0.101,62093,36.155.228.170,443,6,rdelivery.qq.com,TLS.QQ
192.168.0.101,64507,36.155.205.219,443,17,,QUIC
192.168.0.101,0,223.113.137.215,0,1,,ICMP
192.168.0.101,59384,211.136.109.23,8080,6,,HTTP_Proxy
192.168.0.101,35161,112.60.1.126,8005,17,,Unknown
192.168.0.101,55468,192.168.1.1,53,17,aedns.weixin.qq.com,DNS.QQ
192.168.0.101,65019,192.168.1.1,53,17,disp-qryapi.3g.qq.com,DNS.QQ
192.168.0.101,54616,192.168.1.1,53,17,pay.video.qq.com,DNS.QQ
192.168.0.101,58167,192.168.1.1,53,17,iacc.qq.com,DNS.QQ
192.168.0.101,35161,111.19.115.208,26947,17,,Unknown
192.168.0.101,62094,120.241.130.172,443,6,,TLS.QQ
192.168.0.101,62080,119.29.29.98,80,6,119.29.29.98,HTTP
192.168.0.101,53606,192.168.1.1,53,17,content.rconfig.qq.com,DNS.QQ
192.168.0.101,52152,192.168.1.1,53,17,iacc.qq.com,DNS.QQ
192.168.0.101,35161,112.60.1.50,8021,17,,Unknown
192.168.0.101,62100,111.48.141.98,8081,6,,Unknown
192.168.0.101,62083,36.155.205.219,443,6,,TLS.QQ
192.168.0.101,60756,192.168.1.1,53,17,amp-api-edge-lb.itunes-apple.com.akadns.net,DNS
192.168.0.101,56172,192.168.1.1,53,17,ins-alu6339o.ias.tencent-cloud.net,DNS
192.168.0.101,62800,192.168.1.1,53,17,safebrowsing.googleapis.com,DNS.GoogleServices
192.168.0.101,59387,117.185.247.73,8080,6,aedns.weixin.qq.com,HTTP_Proxy.QQ
192.168.0.101,64414,192.168.1.1,53,17,rdelivery.qq.com,DNS.QQ
192.168.0.101,62142,36.155.227.64,443,6,content.rconfig.qq.com,TLS.QQ
192.168.0.101,59389,183.192.194.120,8080,6,,HTTP_Proxy
192.168.0.101,50735,192.168.1.1,53,17,safebrowsing.googleapis.com,DNS.GoogleServices
192.168.0.101,59388,183.232.91.107,443,6,tgwsc.qq.com,TLS.QQ
192.168.0.101,50409,192.168.1.1,53,17,config.ab.qq.com,DNS.QQ
192.168.0.101,62143,109.244.191.57,443,6,szmg.qq.com,TLS.QQ
192.168.0.101,56397,192.168.1.1,53,17,p.l.qq.com,DNS.QQ
192.168.0.101,62136,113.108.81.184,80,6,livep.l.qq.com,HTTP.QQ
192.168.0.101,50203,192.168.1.1,53,17,p.l.qq.com,DNS.QQ
192.168.0.101,62097,36.155.205.119,443,6,config.ab.qq.com,TLS.QQ
192.168.0.101,50806,192.168.1.1,53,17,ins-34k401ta.ias.tencent-cloud.net,DNS
192.168.0.101,62107,113.108.81.190,80,6,p.l.qq.com,HTTP.QQ
192.168.0.101,52170,223.113.137.215,443,17,m.v.qq.com,QUIC.Tencentvideo
192.168.0.101,62108,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,62098,120.204.2.221,8081,6,,Unknown
36.143.4.160,0,192.168.0.101,0,1,,ICMP
192.168.0.101,62112,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,62139,111.48.72.184,443,6,cdn-go.cn,TLS
192.168.0.101,62113,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,62099,183.194.237.220,443,6,disp-qryapi.3g.qq.com,TLS.QQ
192.168.0.101,58171,192.168.1.1,53,17,info6.video.qq.com,DNS.QQ
192.168.0.101,61657,192.168.1.1,53,17,gif.media.qpic.cn,DNS
192.168.0.101,65230,192.168.1.1,53,17,cdn-go.cn.cloud.tc.qq.com,DNS.QQ
192.168.0.101,63503,192.168.1.1,53,17,gif.media.qpic.cn,DNS
192.168.0.101,56257,183.194.190.173,443,17,iacc.rec.qq.com,QUIC.QQ
192.168.0.101,61356,192.168.1.1,53,17,info4.video.qq.com,DNS.QQ
192.168.0.101,62115,120.204.207.155,443,6,vv.video.qq.com,TLS.QQ
192.168.0.101,52250,192.168.1.1,53,17,rumt-zh.com,DNS
192.168.0.101,56573,192.168.1.1,53,17,tips.video.qq.com,DNS.QQ
192.168.0.101,59381,120.204.207.186,443,6,,TLS
192.168.0.101,59409,112.60.14.14,443,6,info4.video.qq.com,TLS.QQ
192.168.0.101,59947,192.168.1.1,53,17,pgdt.gtimg.cn.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,60445,192.168.1.1,53,17,pay.video.qq.com,DNS.QQ
192.168.0.101,56833,192.168.1.1,53,17,ilive.qq.com,DNS.QQ
192.168.0.101,62101,111.48.210.245,8081,6,,Unknown
192.168.0.101,55241,192.168.1.1,53,17,cloud.tgpa.qq.com,DNS.QQ
192.168.0.101,50232,192.168.1.1,53,17,hpalcvha.sched.sma-dk.tdnsstic1.cn,DNS
192.168.0.101,59685,192.168.1.1,53,17,kqe2f4dz.sched.d0-dk.tdnsdp1.cn,DNS
192.168.0.101,64768,192.168.1.1,53,17,api.ilive.qq.com,DNS.QQ
192.168.0.101,58051,120.241.130.240,443,17,,QUIC
192.168.0.101,61781,192.168.1.1,53,17,api-adservices.apple.com,DNS.Apple
192.168.0.101,62123,117.185.137.148,443,6,ilive.qq.com,TLS.QQ
192.168.0.101,60150,192.168.1.1,53,17,ins-9o94331w.ias.tencent-cloud.net,DNS
192.168.0.101,64053,192.168.1.1,53,17,broker.tips.gz.tencent.com,DNS
192.168.0.101,62109,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,58036,192.168.1.1,53,17,iadsdk.qtlcdn.com,DNS
192.168.0.101,59394,223.109.42.123,61762,6,,Unknown
192.168.0.101,62146,113.108.81.184,80,6,livep.l.qq.com,HTTP.QQ
192.168.0.101,51908,192.168.1.1,53,17,tab.video.qq.com,DNS.QQ
192.168.0.101,61689,192.168.1.1,53,17,tv.puui.qpic.cn,DNS
192.168.0.101,59401,117.135.139.23,443,6,richmedia.video.qq.com,TLS.QQ
192.168.0.106,49307,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,65173,192.168.1.1,53,17,x.research.qq.com,DNS.QQ
192.168.0.101,62114,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,62127,183.194.204.32,443,6,api6.poll.video.qq.com,TLS.QQ
192.168.0.101,35161,36.143.4.160,7832,17,,Unknown
192.168.0.101,20312,36.158.240.16,60851,17,,Unknown
192.168.0.101,63454,192.168.1.1,53,17,406444.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,60447,192.168.1.1,53,17,m.v.qq.com,DNS.Tencentvideo
192.168.0.101,35161,117.144.240.184,11065,17,,Unknown
192.168.0.101,59402,120.220.148.139,80,6,ltscsy.qq.com,HTTP.QQ
192.168.0.101,62116,110.219.129.53,443,6,gif.media.qpic.cn,TLS
192.168.0.101,35161,120.241.139.217,8000,17,,Unknown
192.168.0.101,62147,111.48.210.245,8081,6,,Unknown
192.168.0.101,0,239.255.255.250,0,2,,IGMP
192.168.0.101,62120,111.41.49.182,443,6,,TLS
192.168.0.101,35161,120.241.139.217,55850,17,,Unknown
192.168.0.101,56620,192.168.1.1,53,17,info6.video.qq.com,DNS.QQ
192.168.0.101,52423,192.168.1.1,53,17,ins-8npd4ftd.ias.tencent-cloud.net,DNS
192.168.0.101,55949,192.168.1.1,53,17,api.ilive.qq.com,DNS.QQ
192.168.0.101,65297,192.168.1.1,53,17,m.v.qq.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,49920,192.168.1.1,53,17,cdn-go.cn.sched.legopic1-dk.tdnsv6.com,DNS
192.168.0.101,63448,192.168.1.1,53,17,ins-ntlwjf3q.ias.tencent-cloud.net,DNS
192.168.0.101,62122,36.155.228.101,443,6,api.ilive.qq.com,TLS.QQ
192.168.0.101,57837,192.168.1.1,53,17,vv6.play.ott.video.qq.com,DNS.QQ
192.168.0.101,62150,182.254.63.19,443,6,xs.gdt.qq.com,TLS.QQ
192.168.0.101,61858,192.168.1.1,53,17,m.v.qq.com,DNS.Tencentvideo
192.168.0.101,50659,192.168.1.1,53,17,apd-vodp2plogin.teg.tencent-cloud.net,DNS
192.168.0.101,62128,183.194.204.26,443,6,api6.poll.video.qq.com,TLS.QQ
192.168.0.101,62152,183.194.189.246,443,6,playproxy.video.qq.com,TLS.QQ
192.168.0.101,35161,120.241.139.217,30011,17,,Unknown
192.168.0.101,59391,43.136.3.215,8883,6,,TLS
192.168.0.101,35161,39.148.117.161,59372,17,,Unknown
192.168.0.101,55805,192.168.1.1,53,17,iadsdk.qtlcdn.com,DNS
192.168.0.101,62808,192.168.1.1,53,17,punch.p2p.qq.com,DNS.QQ
192.168.0.101,53399,192.168.1.1,53,17,apd-vodp2pnat.teg.tencent-cloud.net,DNS
192.168.0.101,35161,120.204.3.202,11063,17,,Unknown
192.168.0.101,62155,17.188.23.85,443,6,api-adservices.apple.com,TLS.Apple
192.168.0.101,62129,183.194.204.26,443,6,api6.poll.video.qq.com,TLS.QQ
192.168.0.101,59395,112.60.22.63,24863,6,,Unknown
192.168.0.101,49976,223.113.137.181,443,17,m.v.qq.com,QUIC.Tencentvideo
192.168.0.101,62157,111.48.210.245,8081,6,,Unknown
192.168.0.101,56803,192.168.1.1,53,17,ins-0mg9728c.ias.tencent-cloud.net,DNS
192.168.0.101,14671,36.158.240.18,20851,17,,Unknown
223.90.188.228,0,192.168.0.101,0,1,,ICMP
192.168.0.101,0,120.241.139.217,0,1,,ICMP
192.168.0.101,35161,36.170.8.216,7203,17,,Unknown
192.168.0.101,59396,183.194.189.156,443,6,tab.video.qq.com,TLS.QQ
192.168.0.101,54397,192.168.1.1,53,17,livep.l.qq.com,DNS.QQ
112.32.32.58,0,192.168.0.101,0,1,,ICMP
192.168.0.101,55479,192.168.1.1,53,17,richmedia.video.qq.com,DNS.QQ
192.168.0.101,62133,36.151.217.71,80,6,puui.qpic.cn,HTTP
192.168.0.101,60183,192.168.1.1,53,17,puui.qpic.cn,DNS
192.168.0.101,20312,120.228.135.76,7313,17,,Unknown
192.168.0.101,55922,192.168.1.1,53,17,puui.qpic.cn.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,54363,192.168.1.1,53,17,livep.l.qq.com,DNS.QQ
192.168.0.101,20312,10.30.187.19,19666,17,,Unknown
192.168.0.101,56367,192.168.1.1,53,17,puui.qpic.cn.sched.legopic2-dk.tdnsv6.com,DNS
192.168.0.101,62063,192.168.1.1,53,17,v.gdt.qq.com,DNS.QQ
192.168.0.101,51849,192.168.1.1,53,17,tv6.ott.video.qq.com,DNS.QQ
192.168.0.101,62138,203.208.40.1,443,6,safebrowsing.googleapis.com,TLS.GoogleServices
192.168.0.101,62134,36.151.217.71,80,6,puui.qpic.cn,HTTP
192.168.0.101,51479,192.168.1.1,53,17,api6.poll.video.qq.com,DNS.QQ
192.168.0.101,58412,192.168.1.1,53,17,cdn-go.cn,DNS
192.168.0.101,59403,112.53.42.187,14303,6,,Unknown
192.168.0.101,55184,192.168.1.1,53,17,www.baidu.com,DNS
192.168.0.101,61037,192.168.1.1,53,17,cdn-go.cn,DNS
192.168.0.101,58305,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,62125,183.194.204.66,443,6,tv6.ott.video.qq.com,TLS.QQ
192.168.0.101,59406,120.220.148.139,80,6,ltscsy.qq.com,HTTP.QQ
192.168.0.101,60638,192.168.1.1,53,17,cache.wuji.qq.com,DNS.QQ
192.168.0.101,60464,192.168.1.1,53,17,vv6.play.ott.video.qq.com,DNS.QQ
192.168.0.101,62144,109.244.191.57,443,6,szmg.qq.com,TLS.QQ
192.168.0.101,58768,192.168.1.1,53,17,cache.wuji.qq.com,DNS.QQ
192.168.0.101,61904,192.168.1.1,53,17,tv6.video.qq.com,DNS.QQ
192.168.0.101,35161,120.232.32.54,1863,17,,Unknown
192.168.0.101,62683,192.168.1.1,53,17,szmg.qq.com,DNS.QQ
192.168.0.101,62949,192.168.1.1,53,17,tv6.video.qq.com,DNS.QQ
192.168.0.101,59352,192.168.1.1,53,17,ioshost.qtlcdn.com,DNS
192.168.0.101,62140,36.150.160.140,443,6,cache.wuji.qq.com,TLS.QQ
192.168.0.101,62130,223.113.137.215,443,6,m.v.qq.com,TLS.Tencentvideo
192.168.0.106,49304,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,60633,192.168.1.1,53,17,amp-api-edge-lb.itunes-apple.com.akadns.net,DNS
192.168.0.101,35161,112.53.47.167,8000,17,,Unknown
192.168.0.101,62148,183.194.189.81,443,6,tab.video.qq.com,TLS.QQ
192.168.0.106,49310,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,35161,112.32.32.58,5314,17,,Unknown
192.168.0.101,54769,36.155.249.30,443,17,i.video.qq.com,QUIC.QQ
192.168.0.101,54143,192.168.1.1,53,17,info4.video.qq.com,DNS.QQ
192.168.0.101,35161,112.60.1.26,8019,17,,Unknown
192.168.0.101,64462,192.168.1.1,53,17,hc.tdm.qq.com,DNS.QQ
192.168.0.101,60723,192.168.1.1,53,17,ins-su28bvwf.ias.tencent-cloud.net,DNS
192.168.0.101,50989,192.168.1.1,53,17,v.gdt.qq.com,DNS.QQ
192.168.0.101,59757,192.168.1.1,53,17,playproxy.video.qq.com,DNS.QQ
192.168.0.101,1900,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
192.168.0.101,62135,36.151.217.71,80,6,puui.qpic.cn,HTTP
192.168.0.101,62151,120.204.2.199,8013,6,hc.tdm.qq.com,TLS.QQ
192.168.0.101,64633,192.168.1.1,53,17,hc.tdm.qq.com,DNS.QQ
192.168.0.101,62137,117.144.246.151,80,6,v.gdt.qq.com,HTTP.QQ
192.168.0.101,53372,192.168.1.1,53,17,ins-59oh4t7q.ias.tencent-cloud.net,DNS
192.168.0.101,64983,192.168.1.1,53,17,playproxy.video.qq.com,DNS.QQ
192.168.0.101,62634,192.168.1.1,53,17,content.rconfig.qq.com,DNS.QQ
192.168.0.101,62154,36.155.205.241,443,6,cloud.tgpa.qq.com,TLS.QQ
192.168.0.101,60598,192.168.1.1,53,17,otheve.beacon.qq.com,DNS.QQ
192.168.0.101,61544,192.168.1.1,53,17,apponline.research.qq.com,DNS.QQ
192.168.0.101,59412,112.53.42.187,14303,6,,Unknown
192.168.0.101,57029,39.173.121.98,443,17,otheve.beacon.qq.com,QUIC.QQ
192.168.0.101,62141,120.226.165.120,443,6,rumt-zh.com,TLS
192.168.0.101,35161,120.241.139.217,55860,17,,Unknown
192.168.0.101,59407,183.194.190.61,80,6,pay.video.qq.com,HTTP.QQ
192.168.0.101,0,112.60.1.30,0,1,,ICMP
192.168.0.101,62145,112.17.53.45,443,6,amp-api-edge.apps.apple.com,TLS.Apple
192.168.0.101,55019,192.168.1.1,53,17,ioshost.qtlcdn.com,DNS
192.168.0.101,35161,36.143.4.160,7736,17,,Unknown
192.168.0.101,58289,192.168.1.1,53,17,ins-80ra37bv.ias.tencent-cloud.net,DNS
192.168.0.101,62149,112.53.1.213,443,6,appcfg.v.qq.com,TLS.Tencentvideo
192.168.0.101,0,36.155.249.30,0,1,,ICMP
192.168.0.101,59411,223.109.215.27,80,6,minorshort.weixin.qq.com,HTTP.QQ
192.168.0.101,61954,192.168.1.1,53,17,receiver.tdm.qq.com,DNS.QQ
192.168.0.101,62153,183.194.237.110,8013,6,receiver.tdm.qq.com,TLS.QQ
192.168.0.101,54644,192.168.1.1,53,17,api-adservices.apple.com,DNS.Apple
192.168.0.101,50374,192.168.1.1,53,17,iadsdk.qtlcdn.com.cdnmg.com,DNS
192.168.0.101,62156,103.31.171.247,443,6,ca.iadsdk.apple.com,TLS.Apple
192.168.0.1,1024,255.255.255.255,5001,17,,TargusDataspeed
10.20.35.215,61493,119.84.78.42,80,6,,HTTP
10.20.35.215,61620,39.156.54.66,80,6,39.156.54.66,HTTP
10.20.35.215,33336,61.128.114.133,53,17,checkappexec.microsoft.com,DNS.Microsoft
10.20.35.215,33335,61.128.114.133,53,17,doh.iqiyi.com,DNS.PPStream
10.20.35.215,33339,61.128.114.133,53,17,opportunarch.iqiyi.com,DNS.PPStream
