src_ip,src_port,dst_ip,dst_port,protocol,requested_server_name,application_name
10.20.35.215,62115,103.44.58.148,443,6,iface2.iqiyi.com,TLS.PPStream
10.20.35.215,62128,49.7.32.148,80,6,scs-hcdn.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,36.101.189.18,28610,17,,Unknown
10.20.35.215,17339,120.32.96.205,40274,17,,Unknown
10.20.35.215,17339,116.211.203.41,16700,17,,Unknown
10.20.35.215,62130,18.66.112.37,80,6,b.scorecardresearch.com,HTTP
10.20.35.215,17339,120.32.96.78,35309,17,,Unknown
10.20.35.215,17339,120.32.96.112,48067,17,,Unknown
10.20.35.215,17339,150.138.236.222,16800,17,,Unknown
10.20.35.215,62131,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,124.226.99.219,56257,17,,Unknown
10.20.35.215,17339,222.213.84.3,59954,17,,Unknown
10.20.35.215,17339,113.117.47.153,7451,17,,Unknown
10.20.35.215,17339,116.52.231.35,17409,17,,Unknown
10.20.35.215,17339,171.91.235.118,31735,17,,Unknown
10.20.35.215,17339,114.138.220.73,27817,17,,Unknown
10.20.35.215,17339,119.114.77.137,58789,17,,Unknown
10.20.35.215,62158,120.69.130.68,64499,6,,Unknown
10.20.35.215,17339,113.16.125.173,30768,17,,Unknown
10.20.35.215,17339,116.10.60.121,16765,17,,Unknown
10.20.35.215,17339,113.16.25.101,29346,17,,Unknown
10.20.35.215,62167,49.7.32.166,443,6,homeai.iqiyi.com,TLS.PPStream
10.20.35.215,17339,106.91.114.193,16626,17,,Unknown
10.20.35.215,17339,59.51.224.6,57491,17,,Unknown
10.20.35.215,17339,113.72.209.69,15558,17,,Unknown
10.20.35.215,17339,113.81.69.86,30480,17,,Unknown
10.20.35.215,17339,182.137.17.6,9807,17,,Unknown
10.20.35.215,17339,116.253.148.215,4165,17,,Unknown
10.20.35.215,17339,14.221.49.250,9217,17,,Unknown
10.20.35.215,17339,113.81.69.86,52275,17,,Unknown
10.20.35.215,17339,124.226.140.209,59266,17,,Unknown
10.20.35.215,62083,49.7.32.148,443,6,scs-hcdn.iqiyi.com,TLS.PPStream
10.20.35.215,17339,113.85.82.239,13312,17,,Unknown
10.20.35.215,17339,183.30.195.215,59261,17,,Unknown
10.20.35.215,62079,49.7.32.148,80,6,,HTTP
10.20.35.215,62096,49.7.33.13,443,6,act.vip.iqiyi.com,TLS.PPStream
10.20.35.215,17339,121.33.60.15,29301,17,,RTP
10.20.35.215,17339,113.143.250.194,6834,17,,Unknown
10.20.35.215,62113,124.237.225.7,443,6,mesh.if.iqiyi.com,TLS.PPStream
10.20.35.215,62103,103.44.59.75,443,6,time.video.iqiyi.com,TLS.PPStream
10.20.35.215,62133,36.110.238.54,80,6,,HTTP
10.20.35.215,17339,183.30.195.67,39509,17,,Unknown
10.20.35.215,17339,106.124.125.138,13312,17,,Unknown
10.20.35.215,62106,116.211.202.162,80,6,t7z.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,62136,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,183.30.195.213,18368,17,,Unknown
10.20.35.215,17339,42.242.73.137,15251,17,,Unknown
27.190.152.25,43723,10.20.35.215,1863,17,,Unknown
10.20.35.215,17339,36.109.250.111,45105,17,,Unknown
10.20.35.215,17339,222.220.175.70,21127,17,,Unknown
10.20.35.215,17339,171.91.217.167,40644,17,,Unknown
10.20.35.215,17339,113.132.49.87,19456,17,,Unknown
10.20.35.215,17339,182.240.70.72,10307,17,,Unknown
10.20.35.215,17339,182.243.37.30,19356,17,,Unknown
10.20.35.215,17339,118.183.122.92,39200,17,,Unknown
10.20.35.215,17339,116.8.56.30,31486,17,,Unknown
10.20.35.215,17339,14.106.152.246,15338,17,,Unknown
10.20.35.215,17339,123.162.134.98,8537,17,,Unknown
10.20.35.215,17339,36.45.208.233,35008,17,,Unknown
10.20.35.215,17339,42.243.44.50,20528,17,,Unknown
10.20.35.215,17339,222.86.195.124,29699,17,,Unknown
10.20.35.215,17339,106.59.15.43,37521,17,,Unknown
10.20.35.215,17339,113.133.36.72,24196,17,,Unknown
10.20.35.215,17339,223.198.100.191,25600,17,,Unknown
10.20.35.215,62161,120.69.131.187,60013,6,,Unknown
10.20.35.215,17339,223.152.96.246,51837,17,,Unknown
10.20.35.215,17339,14.111.204.244,8532,17,,Unknown
10.20.35.215,17339,113.104.210.24,8785,17,,Unknown
10.20.35.215,17339,115.231.179.166,16900,17,,Unknown
10.20.35.215,17339,171.106.196.253,17478,17,,Unknown
10.20.35.215,17339,118.122.60.31,9398,17,,Unknown
10.20.35.215,17339,124.31.73.155,37914,17,,Unknown
10.20.35.215,17339,116.211.199.160,16600,17,,Unknown
10.20.35.215,17339,171.110.93.127,29443,17,,Unknown
10.20.35.215,17339,119.1.236.61,11703,17,,RTP
10.20.35.215,17339,125.72.52.68,19050,17,,Unknown
10.20.35.215,17339,183.30.195.67,60376,17,,Unknown
10.20.35.215,17339,222.179.205.151,11252,17,,Unknown
10.20.35.215,17339,180.143.235.12,9214,17,,Unknown
10.20.35.215,17339,106.43.17.158,14628,17,,Unknown
10.20.35.215,17339,113.88.65.123,53152,17,,Unknown
10.20.35.215,17339,119.117.232.131,43195,17,,Unknown
10.20.35.215,62132,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,171.214.164.216,46407,17,,Unknown
10.20.35.215,17339,119.1.36.164,23171,17,,Unknown
10.20.35.215,17339,183.63.47.22,19718,17,,Unknown
10.20.35.215,62139,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,171.107.145.144,10055,17,,Unknown
10.20.35.215,17339,183.44.114.7,29697,17,,Unknown
10.20.35.215,62169,122.190.65.153,80,6,,HTTP
10.20.35.215,62140,58.42.14.41,80,6,pic6.iqiyipic.com,HTTP.PPStream
10.20.35.215,62129,116.9.102.76,80,6,gdctyuncdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,113.64.81.98,46080,17,,Unknown
10.20.35.215,62171,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,223.198.169.72,9218,17,,Unknown
10.20.35.215,17339,110.185.153.148,10556,17,,Unknown
10.20.35.215,17339,59.41.93.100,1028,17,,Unknown
10.20.35.215,17339,42.91.220.212,3149,17,,Unknown
10.20.35.215,17339,14.220.233.20,3597,17,,Unknown
10.20.35.215,62146,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,219.136.2.252,29482,17,,Unknown
10.20.35.215,17339,36.46.100.83,42829,17,,Unknown
10.20.35.215,33338,61.128.114.133,53,17,msg.qy.net,DNS.PPStream
10.20.35.215,62143,119.84.52.239,443,6,cmts.iqiyi.com,TLS.PPStream
10.20.35.215,62147,36.110.238.56,80,6,msga.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,183.30.195.213,52275,17,,Unknown
10.20.35.215,17339,36.46.106.88,21418,17,,Unknown
10.20.35.215,61625,119.84.78.42,80,6,policy.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62144,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,62162,120.69.131.187,60013,6,,Unknown
222.179.205.151,8759,10.20.35.215,17339,17,,Unknown
10.20.35.215,17339,1.205.3.33,13486,17,,Unknown
10.20.35.215,61630,106.38.212.74,443,6,opportunarch.iqiyi.com,TLS.PPStream
10.20.35.215,62148,110.185.186.41,80,6,pic4.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,182.240.47.82,22336,17,,Unknown
10.20.35.215,62179,125.74.42.41,80,6,pic7.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,14.104.118.60,32233,17,,Unknown
10.20.35.215,61646,124.237.225.7,443,6,mesh.if.iqiyi.com,TLS.PPStream
10.20.35.215,62156,113.142.83.0,80,6,aliyuncoccdnct-xb.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,1.205.28.218,19350,17,,Unknown
10.20.35.215,17339,116.211.203.30,16700,17,,Unknown
10.20.35.215,17339,125.73.105.117,42509,17,,Unknown
10.20.35.215,61655,49.7.32.36,443,6,time.iqiyi.com,TLS.PPStream
10.20.35.215,62159,120.69.130.68,64499,6,,Unknown
10.20.35.215,17339,113.101.239.214,47250,17,,Unknown
10.20.35.215,17339,150.138.236.207,16800,17,,Unknown
10.20.35.215,17339,116.54.32.102,6020,17,,Unknown
10.20.35.215,61658,39.156.54.66,80,6,39.156.54.66,HTTP
10.20.35.215,62160,120.69.131.187,60013,6,,Unknown
10.20.35.215,17339,219.132.116.168,5127,17,,Unknown
10.20.35.215,17339,113.140.63.185,17500,17,,Dropbox
10.20.35.215,17339,113.116.22.101,30942,17,,Unknown
10.20.35.215,61668,39.156.54.66,80,6,39.156.54.66,HTTP
10.20.35.215,62165,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,1.81.217.55,43723,17,,Unknown
10.20.35.215,17339,182.247.37.83,50177,17,,Unknown
10.20.35.215,17339,116.211.203.13,16700,17,,Unknown
10.20.35.215,61689,124.237.225.7,80,6,ip.geo.iqiyi.com,HTTP.PPStream
10.20.35.215,62168,49.7.32.166,443,6,homeai.iqiyi.com,TLS.PPStream
10.20.35.215,17339,124.225.246.182,28145,17,,Unknown
10.20.35.215,17339,125.85.68.152,18341,17,,Unknown
10.20.35.215,17339,116.253.39.209,2552,17,,Unknown
10.20.35.215,61697,49.7.33.13,443,6,act.vip.iqiyi.com,TLS.PPStream
10.20.35.215,17339,183.30.195.67,42730,17,,Unknown
10.20.35.215,62173,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,1.87.183.31,10713,17,,Unknown
10.20.35.215,17339,113.250.240.127,21504,17,,Unknown
10.20.35.215,33336,218.195.192.73,53,17,ndct-data.video.iqiyi.com,DNS.PPStream
10.20.35.215,17339,183.30.195.167,17615,17,,Unknown
10.20.35.215,62180,125.74.42.41,80,6,pic7.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,111.122.41.39,16562,17,,Unknown
10.20.35.215,17339,222.210.9.48,7040,17,,Unknown
10.20.35.215,61771,110.185.186.41,80,6,pic4.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,113.132.199.206,40960,17,,Unknown
10.20.35.215,17339,182.243.55.229,17422,17,,Unknown
10.20.35.215,62182,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62216,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,61769,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,113.86.239.78,23719,17,,Unknown
10.20.35.215,17339,220.172.118.88,36993,17,,Unknown
10.20.35.215,62185,110.185.186.41,80,6,pic4.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,42.103.135.89,5180,17,,Unknown
10.20.35.215,61775,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,175.10.59.173,48013,17,,Unknown
10.20.35.215,62190,120.69.130.25,59306,6,,Unknown
10.20.35.215,17339,124.118.105.44,11496,17,,Unknown
10.20.35.215,61780,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,182.241.211.153,33178,17,,Unknown
10.20.35.215,62193,113.133.156.165,8806,6,,Unknown
10.20.35.215,17339,182.240.105.65,20035,17,,Unknown
10.20.35.215,61827,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,1.194.84.116,49325,17,,Unknown
10.20.35.215,62198,49.7.33.96,443,6,emoticon-sns.iqiyi.com,TLS.PPStream
10.20.35.215,17339,1.86.235.8,42306,17,,Unknown
10.20.35.215,61829,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,112.67.184.113,33089,17,,Unknown
10.20.35.215,62208,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,125.86.111.45,8885,17,,Unknown
10.20.35.215,61834,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,183.30.195.167,49680,17,,Unknown
10.20.35.215,62211,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,222.217.81.233,44059,17,,Unknown
10.20.35.215,61839,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,175.10.59.193,48013,17,,Unknown
10.20.35.215,17339,42.94.226.91,20558,17,,Unknown
10.20.35.215,17339,182.245.171.133,27121,17,,Unknown
10.20.35.215,61847,103.44.58.148,443,6,iface2.iqiyi.com,TLS.PPStream
10.20.35.215,62172,49.7.33.96,443,6,emoticon-sns.iqiyi.com,TLS.PPStream
10.20.35.215,17339,117.37.195.81,2061,17,,Unknown
10.20.35.215,17339,113.14.19.47,5314,17,,Unknown
10.20.35.215,61854,49.7.32.40,80,6,doh.iqiyi.com,HTTP.PPStream
10.20.35.215,62175,123.129.246.26,80,6,pic8.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,36.42.20.243,1025,17,,Unknown
10.20.35.215,17339,49.69.92.243,28464,17,,Unknown
10.20.35.215,61855,119.84.78.42,80,6,policy.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62178,125.74.42.41,80,6,pic7.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,182.140.21.210,5838,17,,Unknown
10.20.35.215,17339,121.24.62.194,29751,17,,Unknown
10.20.35.215,61857,103.44.58.148,443,6,iface2.iqiyi.com,TLS.PPStream
10.20.35.215,17339,113.132.143.11,13385,17,,Unknown
10.20.35.215,17339,118.118.127.143,24055,17,,Unknown
10.20.35.215,17339,144.0.191.109,28743,17,,Unknown
10.20.35.215,17339,36.46.169.90,14619,17,,Unknown
10.20.35.215,61860,119.84.78.42,80,6,policy.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,125.75.84.221,37901,17,,Unknown
10.20.35.215,62189,182.140.225.41,80,6,182.140.225.41,HTTP
10.20.35.215,17339,106.59.108.158,21834,17,,Unknown
10.20.35.215,61862,103.44.58.148,443,6,iface2.iqiyi.com,TLS.PPStream
10.20.35.215,17339,42.53.174.66,35856,17,,Unknown
10.20.35.215,62191,120.69.130.25,59306,6,,Unknown
10.20.35.215,17339,113.234.165.144,41074,17,,Unknown
10.20.35.215,61865,111.202.74.191,80,6,static-d.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,106.226.101.159,39879,17,,Unknown
10.20.35.215,62194,113.133.156.165,8806,6,,Unknown
10.20.35.215,17339,106.57.252.151,30054,17,,Unknown
10.20.35.215,61870,111.202.74.191,80,6,static-d.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,115.171.62.110,4453,17,,Unknown
10.20.35.215,62199,36.42.101.220,60759,6,,Unknown
10.20.35.215,17339,120.8.204.102,1146,17,,Unknown
10.20.35.215,61873,123.129.246.26,80,6,pic8.iqiyipic.com,HTTP.PPStream
10.20.35.215,60506,49.119.124.42,9200,17,,Unknown
10.20.35.215,17339,150.138.236.183,16800,17,,RTP
10.20.35.215,17339,183.161.94.250,41917,17,,Unknown
10.20.35.215,61880,119.84.78.42,80,6,policy.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62207,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,60.162.244.204,29985,17,,Unknown
222.83.44.249,0,10.20.35.215,0,1,,ICMP
10.20.35.215,62209,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,62187,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
180.97.34.43,443,10.20.35.215,61596,6,,TLS
10.20.35.215,17339,49.118.128.195,21527,17,,RTP
10.20.35.215,62197,36.42.101.220,60759,6,,Unknown
10.20.35.215,60928,124.236.22.47,8000,17,,Unknown
10.20.35.215,17339,61.185.82.212,19937,17,,Unknown
10.20.35.215,62196,119.84.52.239,80,6,cmts.iqiyi.com,HTTP.PPStream
10.20.35.215,61891,119.84.52.242,80,6,static-s.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,219.145.198.19,8945,17,,Unknown
10.20.35.215,62201,119.84.52.239,80,6,cmts.iqiyi.com,HTTP.PPStream
10.20.35.215,61896,119.84.52.242,80,6,static-s.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,1.81.186.205,47424,17,,Unknown
10.20.35.215,62202,49.7.33.96,443,6,emoticon-sns.iqiyi.com,TLS.PPStream
10.20.35.215,61906,119.84.52.242,80,6,static-s.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,222.219.16.47,47168,17,,Unknown
10.20.35.215,17339,122.190.66.157,19700,17,,Unknown
10.20.35.215,61901,119.84.52.242,80,6,static-s.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,113.62.255.235,27882,17,,Unknown
10.20.35.215,62204,116.211.202.162,80,6,t7z.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,61914,49.7.33.29,80,6,login-mq.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,106.117.39.45,25635,17,,Unknown
10.20.35.215,17339,222.84.184.8,54906,17,,Unknown
10.20.35.215,61915,111.13.234.60,5100,6,,MQTT
10.20.35.215,17339,222.216.155.125,50337,17,,Unknown
10.20.35.215,60000,10.20.35.255,60002,17,,Unknown
10.20.35.215,62212,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,60000,10.20.35.255,60007,17,,Unknown
10.20.35.215,62215,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,61923,49.7.33.51,80,6,data6.video.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,171.223.87.247,17167,17,,Unknown
10.20.35.215,17339,111.202.74.202,5004,17,,Unknown
10.20.35.215,17339,115.150.27.155,24608,17,,Unknown
10.20.35.215,17339,39.156.40.8,5004,17,,Unknown
10.20.35.215,17339,36.5.45.38,22840,17,,Unknown
10.20.35.215,17339,122.190.67.190,5004,17,,Unknown
10.20.35.215,61925,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,51768,239.255.255.250,1900,17,239.255.255.250:1900,SSDP
10.20.35.215,61937,119.84.52.238,443,6,dl-static.iqiyi.com,TLS.PPStream
10.20.35.215,61962,111.202.74.191,443,6,security.iqiyi.com,TLS.PPStream
10.20.35.215,17339,115.231.179.163,16900,17,,Unknown
10.20.35.215,17339,106.123.55.89,19770,17,,Unknown
10.20.35.215,17339,49.118.201.66,7229,17,,Unknown
10.20.35.215,17339,110.152.10.178,35753,17,,Unknown
10.20.35.215,17339,110.152.62.10,4878,17,,Unknown
10.20.35.215,17339,49.118.204.123,33694,17,,Unknown
10.20.35.215,17339,106.124.240.122,17991,17,,Unknown
10.20.35.215,17339,49.119.79.81,36215,17,,Unknown
10.20.35.215,61966,36.99.3.41,443,6,dy-pic0.iqiyipic.com,TLS.PPStream
10.20.35.215,61969,111.63.147.24,443,6,cook.iqiyi.com,TLS.PPStream
10.20.35.215,61976,124.237.225.7,443,6,mesh.if.iqiyi.com,TLS.PPStream
10.20.35.215,61989,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,61992,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,61999,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,62004,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,62006,110.185.186.41,80,6,pic4.iqiyipic.com,HTTP.PPStream
10.20.35.215,62012,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,62019,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,62024,125.64.104.41,80,6,pic2.iqiyipic.com,HTTP.PPStream
10.20.35.215,62029,36.99.3.41,80,6,pic3.iqiyipic.com,HTTP.PPStream
10.20.35.215,62037,219.151.25.41,80,6,pic0.iqiyipic.com,HTTP.PPStream
10.20.35.215,62041,36.42.32.1,80,6,msedge.b.tlu.dl.delivery.mp.microsoft.com,HTTP.WindowsUpdate
10.20.35.215,62043,125.74.40.41,80,6,pic3.iqiyipic.com,HTTP.PPStream
10.20.35.215,62049,118.180.40.41,80,6,pic5.iqiyipic.com,HTTP.PPStream
10.20.35.215,62058,123.129.246.26,80,6,pic8.iqiyipic.com,HTTP.PPStream
10.20.35.215,62059,36.99.3.41,80,6,pic3.iqiyipic.com,HTTP.PPStream
10.20.35.215,62060,106.38.212.74,443,6,sns-comment.iqiyi.com,TLS.PPStream
10.20.35.215,62068,103.44.58.19,80,6,cache.video.iqiyi.com,HTTP.PPStream
10.20.35.215,62070,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,42.92.101.111,13297,17,,Unknown
10.20.35.215,17339,14.122.171.206,25875,17,,Unknown
10.20.35.215,17339,36.44.102.215,10441,17,,Unknown
10.20.35.215,17339,222.245.41.177,53123,17,,Unknown
10.20.35.215,17339,171.106.151.220,63880,17,,Unknown
10.20.35.215,17339,113.93.91.196,5640,17,,Unknown
10.20.35.215,62077,49.7.32.148,80,6,,HTTP
10.20.35.215,62085,182.140.225.41,80,6,182.140.225.41,HTTP
10.20.35.215,62086,52.222.214.109,80,6,b.scorecardresearch.com,HTTP
10.20.35.215,62087,49.7.33.13,443,6,api.vip.iqiyi.com,TLS.PPStream
10.20.35.215,62100,43.225.85.245,80,6,api.afdback.ppsimg.com,HTTP
10.20.35.215,62116,124.237.225.7,443,6,mesh.if.iqiyi.com,TLS.PPStream
10.20.35.215,62118,36.110.238.56,80,6,msga.cupid.iqiyi.com,HTTP.PPStream
10.20.35.215,62120,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,62124,113.142.83.0,80,6,aliyuncoccdnct-xb.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,17339,125.89.27.198,21514,17,,Unknown
10.20.35.215,17339,223.198.6.208,21388,17,,Unknown
10.20.35.215,17339,110.190.131.99,30028,17,,Unknown
10.20.35.215,17339,183.32.129.24,43989,17,,Unknown
10.20.35.215,17339,113.13.145.155,13277,17,,Unknown
10.20.35.215,17339,14.156.51.229,20728,17,,Unknown
10.20.35.215,17339,171.107.149.6,4374,17,,Unknown
10.20.35.215,17339,116.21.232.178,13546,17,,Unknown
10.20.35.215,62127,49.7.32.148,80,6,scs-hcdn.iqiyi.com,HTTP.PPStream
10.20.35.215,62135,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,17339,124.31.78.37,55562,17,,Unknown
10.20.35.215,17339,114.139.228.3,15613,17,,Unknown
10.20.35.215,17339,122.159.172.242,16063,17,,Unknown
10.20.35.215,62142,119.84.52.238,443,6,static-s.iqiyi.com,TLS.PPStream
10.20.35.215,62150,120.71.177.29,80,6,baiducdnct.inter.iqiyi.com,HTTP.PPStream
10.20.35.215,62153,1.71.157.41,80,6,m.iqiyipic.com,HTTP.PPStream
10.20.35.215,62155,36.110.238.54,80,6,msg.qy.net,HTTP.PPStream
10.20.35.215,62157,120.69.130.68,64499,6,,Unknown
10.20.35.215,62166,49.7.32.166,443,6,homeai.iqiyi.com,TLS.PPStream
10.20.35.215,17339,183.30.195.213,15457,17,,Unknown
10.20.35.215,17339,1.81.217.52,51462,17,,Unknown
10.20.35.215,17339,183.30.195.215,49680,17,,Unknown
10.20.35.215,17339,113.118.15.195,15497,17,,Unknown
10.20.35.215,17339,182.246.156.106,20893,17,,Unknown
10.20.35.215,17339,171.14.148.224,35631,17,,Unknown
10.20.35.215,17339,183.30.195.215,17615,17,,Unknown
10.20.35.215,62181,23.202.34.233,80,6,www.msftconnecttest.com,HTTP.Microsoft
10.20.35.215,62184,118.180.40.41,80,6,pic9.iqiyipic.com,HTTP.PPStream
10.20.35.215,17339,60.164.25.170,3894,17,,Unknown
10.20.35.215,17339,113.132.91.159,31223,17,,Unknown
10.20.35.215,17339,219.144.16.59,5475,17,,Unknown
10.20.35.215,17339,222.220.232.37,13361,17,,Unknown
10.20.35.215,17339,171.105.170.36,8120,17,,Unknown
10.20.35.215,17339,1.49.209.255,25404,17,,Unknown
10.20.35.215,17339,1.48.230.106,2398,17,,Unknown
10.20.35.215,17339,112.114.97.36,8393,17,,Unknown
10.20.35.215,17339,222.244.194.232,9216,17,,Unknown
10.20.35.215,62188,58.42.14.41,80,6,preimage2.iqiyipic.com,HTTP.PPStream
10.20.35.215,62192,120.69.130.25,59306,6,,Unknown
10.20.35.215,62195,113.133.156.165,8806,6,,Unknown
10.20.35.215,62200,36.42.101.220,60759,6,,Unknown
10.20.35.215,17339,171.110.168.163,30351,17,,Unknown
10.20.35.215,17339,218.88.17.122,11108,17,,Unknown
10.20.35.215,0,218.195.192.73,0,1,,ICMP
10.20.35.215,17339,110.191.155.54,3073,17,,Unknown
10.20.35.215,17339,125.72.27.178,11176,17,,Unknown
10.20.35.215,17339,113.134.156.69,9221,17,,Unknown
10.20.35.215,17339,113.140.17.52,25521,17,,Unknown
10.20.35.215,17339,1.85.244.28,58624,17,,Unknown
10.20.35.215,17339,125.211.191.137,1024,17,,Unknown
10.20.35.215,17339,182.240.143.24,7178,17,,Unknown
10.20.35.215,17339,222.179.205.151,28316,17,,Unknown
10.20.35.215,17339,183.167.154.223,49091,17,,Unknown
10.20.35.215,17339,183.149.222.75,39539,17,,Unknown
115.171.62.110,5020,10.20.35.215,17339,17,,Unknown
10.20.35.215,17339,113.16.59.40,41219,17,,Unknown
